customer_id,age,gender,location,income_level,tenure,call_duration,num_calls,complaints,satisfaction_score,support_tickets,purchase_history,avg_purchase_value,total_spent,last_purchase_date,preferred_category,discount_usage,website_visits,click_through_rate,email_opens,ad_clicks,upsell_accepted
CUST1404,64,Male,Kennedyhaven,Low,1,6.25,2,2,5,2,40,4279,40234,2025-05-08,Fashion,6,27,0.54,1,28,1
CUST1405,18,Female,Erikaland,Medium,61,2.01,4,1,3,1,44,2840,39402,2024-12-02,Fashion,5,74,0.75,21,24,1
CUST1406,33,Female,Jamiefort,Medium,75,4.53,4,1,7,5,43,495,3004,2025-08-24,Home,19,63,0.01,12,1,0
CUST1407,18,Female,Garciaberg,Low,6,7.26,3,0,3,3,12,987,4960,2024-10-07,Electronics,19,60,0.15,24,28,0
CUST1408,59,Male,Boltonton,Low,89,5.22,1,2,9,3,24,2925,17312,2024-08-12,Fashion,18,68,0.07,33,14,1
CUST1409,43,Female,Christinamouth,High,96,4.18,1,1,4,1,3,3724,31990,2024-05-28,Electronics,18,14,0.26,5,23,0
CUST1410,24,Other,New Maria,High,85,6.31,2,1,9,2,25,1456,26378,2025-02-25,Fashion,9,15,0.65,15,10,1
CUST1411,48,Male,Lake Paul,Medium,69,4.46,5,1,5,3,47,3544,29537,2023-12-28,Fashion,17,6,0.04,35,24,0
CUST1412,56,Male,East Joshua,Low,92,5.17,2,0,5,2,17,1873,26989,2025-08-18,Grocery,11,76,0.18,29,21,1
CUST1413,18,Male,West Brandon,Low,93,6.86,6,0,1,2,49,4883,33473,2025-03-09,Services,11,45,0.74,13,25,0
CUST1414,26,Male,Lake Zoeland,Medium,26,6.07,1,3,1,1,31,4410,21642,2025-08-31,Grocery,7,76,0.72,41,18,0
CUST1415,50,Male,Josephton,Medium,52,6.57,2,2,5,2,46,3864,24695,2025-03-14,Fashion,2,47,0.71,14,10,0
CUST1416,59,Male,Lake Tylerton,High,23,6.01,5,2,9,3,32,3405,26919,2025-07-10,Grocery,16,58,0.45,32,19,1
CUST1417,52,Female,Courtneyfurt,High,117,7.3,1,1,2,1,20,3162,13182,2024-03-26,Electronics,8,81,0.27,32,20,0
CUST1418,41,Other,North Jennifer,Low,110,6.18,5,0,2,4,28,2639,39823,2023-09-25,Electronics,3,42,0.56,48,25,1
CUST1419,43,Male,Port Allen,Medium,20,6.99,4,1,2,1,43,2083,22595,2024-10-22,Grocery,14,15,0.6,14,9,0
CUST1420,52,Male,Rebeccastad,High,42,3.11,2,0,6,3,42,4727,11118,2025-02-15,Services,12,11,0.32,39,10,0
CUST1421,51,Female,Curtisside,Medium,80,2.6,2,3,3,2,49,2227,3802,2024-01-28,Electronics,4,55,0.8,15,14,0
CUST1422,31,Other,Solomonfurt,Low,105,3.35,6,1,8,1,29,4754,38731,2025-01-29,Grocery,16,65,0.39,31,7,1
CUST1423,62,Other,North Lynn,Low,28,3.26,4,1,9,1,45,3625,17747,2024-10-06,Home,11,47,0.73,45,7,1
CUST1424,20,Female,Alyssamouth,Medium,35,3.95,3,2,8,2,29,720,21285,2025-09-11,Grocery,16,95,0.54,13,19,0
CUST1425,65,Male,Contrerasland,Low,44,6.34,3,0,4,1,0,1743,10371,2024-07-19,Electronics,4,8,0.5,29,13,0
CUST1426,31,Male,New Grace,Medium,69,5.89,5,0,2,4,48,694,20851,2024-01-31,Services,5,61,0.43,30,12,1
CUST1427,28,Female,Gilmoreview,Low,99,9.12,2,0,10,2,37,3538,10007,2025-08-18,Home,0,80,0.17,34,7,1
CUST1428,35,Female,Amyshire,Medium,5,4.03,0,0,8,3,9,1276,9025,2025-01-04,Electronics,4,59,0.07,18,29,1
CUST1429,35,Female,Danielborough,Low,59,5.15,6,1,2,2,45,4967,48152,2025-02-23,Home,0,89,0.9,27,27,1
CUST1430,20,Male,North Robertmouth,Medium,49,8.48,7,2,1,2,46,244,49209,2024-09-19,Home,9,90,0.29,37,0,1
CUST1431,34,Female,Port Alan,Medium,83,5.33,7,1,2,2,7,878,28352,2025-05-19,Electronics,18,29,0.74,1,2,0
CUST1432,34,Male,North Debrastad,Low,28,5.86,7,0,4,1,21,3920,3788,2025-03-06,Fashion,17,68,0.16,18,29,0
CUST1433,45,Female,East Thomaschester,Low,94,7.03,3,0,7,4,27,3665,25249,2025-03-12,Home,11,35,0.21,26,26,0
CUST1434,33,Female,Stephanieshire,Medium,22,4.88,3,1,7,1,32,159,8675,2024-02-25,Home,15,47,0.21,10,19,1
CUST1435,61,Female,East Sheribury,High,101,6.88,3,2,10,0,12,4685,25064,2024-08-20,Grocery,10,64,0.51,14,17,1
CUST1436,68,Female,Lake Angelahaven,Low,43,4.99,4,0,9,2,38,3029,19848,2025-03-06,Fashion,16,17,0.1,30,2,1
CUST1437,54,Male,Huffstad,Medium,90,2.26,2,0,9,0,34,1919,44818,2025-06-08,Electronics,15,3,0.09,4,24,0
CUST1438,64,Female,Mariemouth,High,34,3.45,5,1,6,1,6,1209,23241,2024-01-03,Grocery,7,30,0.43,3,10,0
CUST1439,23,Male,Johnsonside,Medium,104,3.8,3,0,2,1,31,2692,31904,2025-06-27,Home,16,7,0.29,32,20,1
CUST1440,20,Female,East Daniellemouth,High,102,3.74,1,1,1,2,2,2575,1201,2024-02-13,Electronics,16,30,0.88,4,16,0
CUST1441,34,Female,Thomasfort,Low,17,0.2,3,1,6,1,38,574,1875,2025-07-07,Home,13,83,0.33,0,13,0
CUST1442,54,Male,Boonemouth,Low,25,4.34,4,3,2,2,14,4482,17477,2025-03-08,Fashion,0,23,0.94,23,22,0
CUST1443,49,Male,Port Marytown,Medium,118,5.16,3,3,3,3,34,2942,30019,2024-05-05,Grocery,7,1,0.87,22,22,1
CUST1444,34,Male,South Ronaldbury,Low,30,5.33,4,1,9,3,32,4334,47803,2024-04-03,Fashion,8,7,0.19,37,24,1
CUST1445,32,Female,New Richardtown,Low,101,5.58,2,1,5,3,5,1856,45672,2023-12-02,Fashion,2,10,0.21,15,0,1
CUST1446,67,Male,North Miguel,High,16,5.1,3,0,3,0,19,3448,37446,2025-04-20,Fashion,9,90,0.91,43,7,1
CUST1447,44,Male,North Matthewmouth,Medium,50,5.85,2,1,10,0,44,2861,541,2025-04-05,Services,16,86,0.9,32,0,0
CUST1448,66,Female,Sheliashire,Medium,63,3.28,1,1,2,4,11,502,22855,2024-01-09,Grocery,6,72,0.25,25,18,0
CUST1449,20,Female,South Jose,High,110,3.59,0,0,5,4,6,1374,24173,2024-07-12,Electronics,7,62,0.35,25,22,1
CUST1450,40,Female,Julieton,Medium,87,6.02,1,0,1,2,4,2646,36046,2025-01-24,Grocery,14,77,0.36,7,25,0
CUST1451,52,Female,Port Joanburgh,Low,27,7.77,6,1,10,1,47,2480,7831,2024-07-07,Services,10,5,0.66,2,22,1
CUST1452,68,Male,Fisherton,High,44,7.53,1,3,3,1,1,2570,42013,2024-02-14,Services,3,94,0.08,19,5,1
CUST1453,20,Male,West Travisberg,Medium,12,4.0,4,1,6,1,23,4732,34042,2024-05-22,Services,16,86,0.11,30,23,1
CUST1454,18,Female,Washingtonshire,Medium,97,4.52,2,2,2,4,5,616,45871,2025-06-04,Home,19,71,0.41,46,13,1
CUST1455,67,Female,Lake Thomas,Low,110,6.34,5,3,2,2,48,4175,48250,2024-09-20,Fashion,8,76,0.9,30,20,1
CUST1456,18,Male,Ryanmouth,Low,104,6.08,3,0,8,4,36,2380,2414,2025-06-11,Fashion,13,26,0.66,46,29,1
CUST1457,40,Male,East Travistown,Medium,2,6.9,5,2,2,1,13,2050,13889,2025-07-25,Electronics,17,62,0.74,38,3,0
CUST1458,64,Male,Kennedyfurt,Low,101,6.09,2,1,2,1,48,1359,13411,2024-01-16,Grocery,16,91,0.73,41,17,0
CUST1459,53,Female,South Angelaton,High,114,8.34,4,0,4,1,28,3401,13570,2024-05-08,Electronics,18,47,0.31,0,18,1
CUST1460,48,Female,Timothyburgh,Medium,46,1.47,4,2,9,0,18,875,48299,2024-07-03,Services,17,57,0.97,18,22,0
CUST1461,46,Female,West Kurt,Medium,11,6.72,2,1,8,2,9,1313,32109,2024-11-06,Grocery,17,93,0.01,35,5,0
CUST1462,61,Male,Sanchezbury,High,55,1.83,2,0,10,1,42,3479,15901,2024-10-01,Grocery,14,68,0.42,40,6,1
CUST1463,51,Female,Sharpton,Low,65,4.22,2,1,4,3,13,1529,31237,2023-11-11,Services,0,1,0.55,32,2,0
CUST1464,66,Male,Lake Kelly,Medium,21,5.48,1,1,1,2,41,3124,49030,2025-06-07,Grocery,1,81,0.67,4,12,0
CUST1465,68,Female,South Shannonmouth,Medium,26,3.92,2,1,6,4,2,4896,49543,2025-04-22,Electronics,5,59,0.73,21,5,1
CUST1466,45,Female,Salasland,Medium,114,5.99,4,2,1,5,35,3645,7756,2025-08-09,Services,18,61,0.57,27,14,0
CUST1467,53,Female,South Natasha,High,35,4.93,1,1,10,1,8,4253,1148,2024-07-08,Fashion,4,18,0.52,19,15,0
CUST1468,66,Male,Sarahbury,Low,114,3.93,5,3,8,1,15,323,12209,2023-12-05,Services,9,9,0.35,31,23,0
CUST1469,55,Male,South Nicholasville,Low,119,4.55,3,0,7,5,29,4961,15346,2024-06-24,Fashion,15,52,0.75,8,16,1
CUST1470,19,Female,Port Christopher,Medium,99,7.93,4,2,3,5,35,3705,39884,2025-03-10,Grocery,6,77,0.33,17,15,1
CUST1471,68,Male,Stevenfort,High,4,6.38,2,0,4,1,43,451,29755,2025-08-19,Grocery,7,40,0.7,36,24,0
CUST1472,23,Male,Claytonmouth,Low,47,5.26,3,0,8,5,14,2451,18157,2024-02-25,Fashion,4,12,0.57,42,12,1
CUST1473,69,Male,Austinstad,Low,25,2.49,4,1,1,3,49,504,24327,2024-03-04,Home,6,19,0.72,11,12,0
CUST1474,51,Female,Andrewburgh,High,21,6.74,4,1,10,1,40,4721,30717,2024-12-31,Grocery,8,11,0.95,46,21,1
CUST1475,68,Female,Matthewland,Medium,111,5.6,3,1,10,1,10,3840,16932,2023-12-12,Fashion,12,86,0.71,14,11,1
CUST1476,59,Female,Stacyfort,Medium,45,5.36,2,1,3,0,25,1216,38932,2023-10-05,Services,8,75,0.94,13,24,0
CUST1477,41,Male,Lake Benjamin,Medium,61,5.97,4,0,4,4,30,1465,6581,2025-06-06,Fashion,5,89,0.11,38,27,0
CUST1478,57,Male,Dorisstad,Medium,79,5.63,2,0,9,2,36,2894,26734,2025-01-25,Grocery,9,36,0.68,19,0,1
CUST1479,62,Female,Nelsonview,High,66,8.72,1,1,1,2,21,4619,9218,2025-05-04,Electronics,19,79,0.0,16,2,0
CUST1480,24,Male,Moonfort,Low,102,6.71,1,0,3,3,36,3077,49340,2023-11-21,Grocery,18,54,0.15,20,15,1
CUST1481,28,Female,Lake Madison,Medium,2,5.52,1,2,6,3,20,1183,43480,2023-11-26,Electronics,8,73,0.57,9,28,0
CUST1482,22,Female,Anitaport,High,102,4.18,5,0,8,2,8,2642,8661,2024-05-24,Services,19,65,0.37,21,25,0
CUST1483,59,Male,Port Laura,High,57,4.57,2,1,1,3,46,2258,10057,2024-06-06,Home,5,89,0.88,2,9,0
CUST1484,26,Male,New Jessica,Medium,52,5.27,3,1,5,2,13,3455,34991,2024-04-21,Electronics,18,91,0.51,10,11,1
CUST1485,50,Male,Allisonside,Low,46,4.07,2,1,1,2,14,4414,3893,2024-11-28,Grocery,15,12,0.63,31,25,0
CUST1486,34,Female,Murrayshire,Medium,88,4.89,7,1,7,0,15,2459,34949,2025-06-24,Electronics,13,72,0.44,15,11,0
CUST1487,60,Female,Tranberg,Low,57,5.61,5,1,10,1,36,4149,20513,2025-02-10,Electronics,19,88,0.71,26,10,0
CUST1488,58,Other,Jonesmouth,Medium,63,3.54,2,2,5,1,22,696,48457,2024-02-29,Electronics,19,93,0.27,32,7,1
CUST1489,53,Female,Natalieville,Medium,94,3.64,0,1,7,4,18,4906,28016,2025-09-04,Home,10,34,0.25,20,17,1
CUST1490,67,Male,Kevinhaven,High,51,6.96,1,1,10,2,18,2997,36322,2025-08-18,Fashion,13,60,0.76,30,5,1
CUST1491,47,Female,East Paul,Medium,91,7.34,3,0,4,3,10,1702,27813,2024-12-04,Home,10,17,0.37,16,21,0
CUST1492,46,Female,Austinburgh,Medium,101,1.27,4,1,2,2,46,2260,36151,2024-10-05,Grocery,4,64,0.3,38,23,0
CUST1493,26,Male,West Randy,Low,102,6.47,3,1,1,1,34,2734,18467,2023-12-14,Fashion,3,9,0.59,48,1,0
CUST1494,29,Male,New Jared,Low,26,10.11,1,1,3,3,29,3492,4119,2024-11-02,Services,6,47,0.75,2,24,1
CUST1495,53,Female,East Nancyport,Medium,105,7.13,5,1,3,2,21,3325,34053,2024-12-23,Services,8,74,0.9,45,3,1
CUST1496,30,Female,Smithshire,Low,48,2.06,3,3,6,1,13,3909,32951,2023-12-13,Home,4,21,0.4,27,8,0
CUST1497,54,Female,Sonyahaven,Medium,60,6.31,0,1,4,2,47,3009,9264,2025-05-22,Grocery,2,25,0.74,29,15,0
CUST1498,27,Male,Lake Jonathanside,Low,110,5.58,1,1,9,1,14,4682,832,2024-07-08,Fashion,14,50,0.94,41,2,1
CUST1499,69,Female,Keithshire,Medium,28,4.68,4,1,10,4,17,4374,35218,2024-06-26,Services,15,42,0.73,26,1,1
CUST1500,69,Female,Johnsonstad,Medium,112,4.74,3,2,10,1,46,3739,17790,2024-12-08,Home,10,73,0.31,38,10,1
CUST1501,60,Female,Jonesmouth,Low,49,3.42,1,0,7,0,22,878,43777,2025-03-26,Fashion,14,11,0.84,34,15,1
CUST1502,26,Male,Jeffreyfort,Medium,45,-0.76,3,1,10,3,39,3612,36351,2024-01-14,Grocery,13,37,0.16,22,10,1
CUST1503,30,Female,Cesarborough,Low,88,5.16,1,2,10,1,29,2504,31334,2023-11-07,Grocery,19,36,0.59,18,19,0
CUST1504,69,Male,Thomasburgh,Low,112,2.58,3,1,10,1,3,1508,34850,2025-01-04,Electronics,9,44,0.15,28,17,1
CUST1505,47,Female,South Kelly,Medium,116,4.1,4,0,6,2,14,3264,13980,2025-01-01,Services,6,12,0.22,44,4,1
CUST1506,39,Female,West Emilyborough,High,113,5.03,5,2,1,0,6,2453,32952,2025-03-23,Home,6,5,0.71,36,7,0
CUST1507,35,Male,Timothystad,Medium,80,8.5,1,0,2,3,30,2909,28973,2024-09-24,Fashion,10,77,0.5,17,14,0
CUST1508,25,Male,Brettchester,Medium,58,2.7,0,1,1,3,31,2036,1331,2024-09-07,Grocery,12,25,0.1,23,24,0
CUST1509,68,Male,Mcgeeview,Medium,24,5.04,3,1,1,3,14,2194,38152,2024-04-13,Home,12,8,0.08,22,5,0
CUST1510,20,Female,Joshuabury,High,20,7.7,0,2,3,2,24,1296,32868,2024-01-01,Fashion,19,6,0.55,47,19,0
CUST1511,54,Male,Hudsonville,Medium,99,4.16,3,0,4,3,13,783,20800,2024-04-28,Fashion,0,93,0.1,1,24,0
CUST1512,28,Male,Adamburgh,Medium,1,1.46,6,0,4,1,17,919,23460,2024-12-23,Grocery,12,59,0.67,44,29,1
CUST1513,55,Male,Markstown,Medium,75,5.28,6,2,6,3,33,2349,24816,2025-07-24,Electronics,14,24,0.35,2,19,0
CUST1514,60,Female,Williamborough,Medium,64,3.02,1,2,10,3,17,3471,19726,2025-02-02,Grocery,15,66,0.49,44,23,0
CUST1515,63,Male,Danielsburgh,Medium,67,5.31,2,0,1,1,26,3031,28704,2024-04-06,Services,18,83,0.48,8,2,0
CUST1516,48,Male,Crystalshire,High,78,5.35,3,0,7,1,38,3285,26627,2025-03-29,Grocery,19,52,0.92,27,6,0
CUST1517,50,Male,Martinmouth,Medium,60,4.54,3,1,2,3,43,4912,31424,2024-12-10,Grocery,15,24,0.85,33,18,1
CUST1518,44,Female,West Nicoleshire,Medium,17,3.76,3,0,7,1,2,3945,17570,2024-04-23,Grocery,6,50,0.95,44,5,0
CUST1519,38,Female,Loweryport,Low,34,6.73,1,2,6,1,49,3216,13316,2023-09-25,Fashion,9,6,0.28,17,11,0
CUST1520,46,Female,East Meganside,Medium,82,0.57,3,1,9,4,49,2781,19866,2025-07-05,Services,9,45,0.96,4,17,0
CUST1521,54,Female,South Mike,Medium,113,5.1,1,1,9,1,29,2601,44710,2024-04-03,Electronics,9,66,0.25,30,24,1
CUST1522,43,Female,Hollyburgh,Medium,72,5.27,1,3,6,3,2,4854,49846,2024-03-24,Services,0,30,0.18,35,9,0
CUST1523,68,Female,Jamesfort,Medium,76,7.44,2,0,9,1,29,3842,2520,2023-12-11,Electronics,12,19,0.13,36,2,0
CUST1524,36,Male,Howellmouth,High,60,4.25,2,0,5,5,9,842,26110,2025-08-21,Home,9,5,0.61,24,27,0
CUST1525,20,Male,Josephhaven,Medium,104,3.25,3,1,8,1,2,3033,13406,2025-06-29,Fashion,18,70,0.8,18,23,1
CUST1526,64,Female,Diazland,Medium,10,4.38,3,1,3,6,28,436,16778,2024-01-07,Services,14,97,0.1,48,10,1
CUST1527,60,Female,Port Ashleystad,Medium,108,3.21,4,0,9,1,46,854,48359,2025-08-24,Electronics,13,17,0.75,35,7,1
CUST1528,41,Male,Patrickhaven,Low,41,4.26,2,2,4,3,32,557,6622,2025-08-29,Grocery,18,38,0.15,13,2,0
CUST1529,52,Female,West Julie,Low,44,7.11,2,1,1,2,23,1943,18481,2025-04-09,Grocery,6,24,0.51,39,3,1
CUST1530,60,Male,Finleychester,Medium,89,4.29,3,1,5,2,2,2530,49515,2023-12-09,Grocery,19,72,0.06,43,15,1
CUST1531,20,Male,Jerryfort,Medium,89,7.97,2,0,2,2,15,428,4855,2024-02-08,Electronics,17,34,0.37,17,6,0
CUST1532,56,Female,Wrightmouth,Medium,78,5.81,0,1,10,0,49,3170,12209,2025-05-07,Grocery,13,3,0.8,43,22,0
CUST1533,27,Female,Smallton,Medium,20,7.18,4,0,8,3,37,708,32227,2023-12-05,Grocery,11,81,0.5,16,5,1
CUST1534,24,Female,Port Madisonhaven,Low,76,3.38,5,0,7,1,27,3949,813,2025-08-27,Electronics,0,73,0.15,37,5,0
CUST1535,39,Female,Robertstad,Low,97,4.12,3,1,2,4,6,4488,44445,2024-03-24,Fashion,11,90,0.99,2,10,0
CUST1536,30,Female,South Peterview,High,30,4.4,1,2,6,3,26,174,29935,2025-07-26,Grocery,3,42,0.09,13,15,0
CUST1537,21,Female,Morrisberg,Medium,100,5.14,1,1,10,3,0,2848,8800,2023-09-23,Electronics,15,49,0.77,9,8,1
CUST1538,41,Male,North James,High,17,6.06,1,1,3,4,29,4628,15239,2024-01-12,Electronics,12,63,0.95,39,10,1
CUST1539,46,Male,New Stevenside,Medium,17,4.65,2,1,5,0,35,1423,33455,2024-02-29,Services,19,31,0.09,45,5,1
CUST1540,66,Male,Deniseshire,Medium,10,4.62,11,2,9,1,26,4933,33176,2024-07-03,Grocery,0,98,0.59,40,24,1
CUST1541,66,Female,West Wandabury,Medium,53,4.78,7,1,5,2,14,1761,46434,2024-11-05,Electronics,17,54,0.14,25,24,1
CUST1542,24,Female,Clarkville,Medium,37,8.04,1,3,8,3,26,1009,18086,2025-02-22,Grocery,16,69,0.5,18,2,1
CUST1543,21,Male,East Cherylborough,Medium,15,5.55,5,0,4,3,4,792,33765,2024-02-11,Fashion,17,93,0.66,15,8,1
CUST1544,18,Male,Lake Andrewburgh,Medium,5,5.38,1,0,6,1,10,4473,46824,2024-05-30,Electronics,3,31,0.86,10,28,0
CUST1545,62,Female,South Steven,Medium,55,7.25,6,0,10,7,4,1506,42820,2024-04-08,Services,15,24,0.59,28,16,1
CUST1546,42,Female,Webstertown,Medium,79,6.75,1,0,6,3,34,856,13316,2024-11-12,Services,0,8,0.36,11,28,0
CUST1547,20,Female,Stevenburgh,High,109,2.63,3,0,10,1,15,2087,32112,2023-10-31,Home,6,45,0.25,8,24,1
CUST1548,57,Female,Maryburgh,Low,104,5.01,7,0,4,1,32,313,44390,2025-06-20,Electronics,4,21,0.18,22,4,0
CUST1549,58,Female,Russoland,Medium,96,6.85,1,0,3,2,21,2331,10554,2024-03-29,Fashion,7,60,0.73,19,12,0
CUST1550,25,Male,New Gregory,Low,63,4.85,2,1,5,0,16,3907,22171,2025-06-18,Fashion,10,34,0.55,48,22,0
CUST1551,65,Male,Mullenbury,Medium,2,3.49,4,2,9,4,36,1427,23921,2025-02-28,Fashion,17,9,0.59,33,7,1
CUST1552,59,Male,Harristown,Medium,75,2.7,2,1,5,0,36,4085,35214,2024-05-29,Services,8,18,0.23,21,29,1
CUST1553,56,Female,Tonyfurt,High,40,1.44,2,0,10,3,34,701,2415,2025-08-21,Services,9,29,0.26,22,2,0
CUST1554,45,Male,Laraville,Medium,8,7.01,3,0,2,1,32,1208,31459,2024-09-15,Electronics,7,0,0.51,20,0,1
CUST1555,27,Male,Reginamouth,Medium,61,4.13,5,1,9,0,12,4567,38754,2023-11-21,Home,16,29,0.88,45,10,1
CUST1556,37,Male,Mariashire,High,67,4.38,3,0,10,3,11,4369,13762,2024-06-16,Services,5,45,0.53,20,16,0
CUST1557,60,Female,Martinezport,Medium,92,5.4,3,0,8,0,23,1478,10376,2024-05-30,Electronics,16,87,0.97,35,2,1
CUST1558,51,Female,New Christina,High,28,4.73,4,1,2,2,29,994,21635,2023-12-23,Electronics,8,44,0.12,10,22,0
CUST1559,51,Female,West Brian,Medium,25,6.53,1,3,7,2,6,1484,35411,2023-10-15,Services,17,15,0.03,37,18,1
CUST1560,18,Other,Rodriguezfurt,High,30,3.45,5,0,6,0,44,1958,27689,2025-04-09,Fashion,1,5,0.53,0,23,0
CUST1561,20,Other,New Amy,Low,108,2.6,3,3,10,4,20,1968,28918,2025-03-31,Services,19,59,0.87,26,22,1
CUST1562,67,Female,New Daniel,Medium,38,6.66,2,2,4,3,9,1402,33912,2025-03-31,Services,3,9,0.86,39,6,0
CUST1563,41,Male,West Elijah,Medium,73,4.57,4,2,8,3,20,2169,14985,2024-07-28,Home,13,6,0.68,4,10,1
CUST1564,39,Male,Kingmouth,Low,32,6.92,2,1,9,3,36,1495,37055,2023-10-17,Services,8,14,0.9,16,23,0
CUST1565,26,Female,Lake Janetbury,Medium,102,5.87,3,1,7,3,33,3044,42483,2024-03-16,Home,14,10,0.76,43,15,1
CUST1566,53,Male,West Monicaberg,High,113,6.96,5,2,7,0,17,3785,3210,2023-10-03,Grocery,0,40,0.6,13,1,0
CUST1567,63,Male,Kimberlyton,High,69,8.41,2,0,1,3,1,3675,13479,2024-12-04,Electronics,10,25,0.53,43,15,0
CUST1568,60,Male,North Ryanton,Medium,92,5.81,2,1,6,1,5,3378,45499,2025-08-13,Home,2,50,0.26,15,7,0
CUST1569,40,Male,Williamsberg,Low,11,3.24,2,0,1,4,1,2720,9928,2024-10-21,Services,13,65,0.56,0,23,0
CUST1570,39,Female,North Stephanieberg,Medium,110,4.03,0,0,2,2,15,4264,46479,2024-07-15,Services,9,36,0.16,7,1,1
CUST1571,59,Female,South Philliphaven,High,19,8.44,0,3,6,0,25,3675,38621,2025-01-26,Electronics,11,78,0.7,12,20,1
CUST1572,20,Male,Zacharyburgh,Medium,19,5.07,3,0,4,0,26,290,26248,2025-04-15,Fashion,6,42,0.02,47,7,1
CUST1573,40,Female,East Daniel,Low,26,5.28,5,2,2,1,17,153,10606,2025-06-22,Electronics,12,37,0.88,45,9,0
CUST1574,56,Female,Savageview,Medium,72,7.59,3,1,7,5,39,2945,33349,2024-12-14,Fashion,19,69,0.89,28,12,0
CUST1575,39,Female,Latashastad,High,40,4.38,4,0,7,0,41,4727,37228,2024-11-15,Fashion,17,84,0.49,33,29,1
CUST1576,46,Female,West Adrianton,Low,80,6.02,7,1,7,2,30,171,7513,2024-12-29,Electronics,3,42,0.52,47,5,1
CUST1577,29,Male,Shannonport,Medium,92,4.67,7,0,9,2,20,3012,22963,2025-07-08,Fashion,16,83,0.63,15,8,0
CUST1578,55,Other,West Andrewside,Low,118,6.17,5,0,4,1,4,632,19123,2024-11-17,Electronics,3,40,0.95,1,17,0
CUST1579,20,Female,Lake Yolanda,Low,84,8.73,4,2,1,3,39,1392,15752,2024-03-17,Fashion,15,21,0.35,17,17,0
CUST1580,44,Female,West Douglas,Low,61,6.59,2,0,4,1,28,4157,4994,2024-10-04,Fashion,11,46,0.4,27,9,1
CUST1581,30,Female,Harrisville,Medium,43,4.57,1,2,10,3,23,3816,27292,2024-12-14,Fashion,0,8,0.4,26,12,1
CUST1582,24,Male,West George,Medium,33,6.21,8,2,8,1,4,3378,28693,2025-05-05,Home,7,99,0.63,2,8,1
CUST1583,40,Female,South Katherineland,Medium,16,4.28,2,2,8,3,6,143,13857,2025-01-20,Fashion,12,1,0.7,16,24,1
CUST1584,33,Male,Dyershire,Medium,41,4.77,1,0,5,1,4,4745,4016,2023-10-17,Home,5,5,0.1,11,14,1
CUST1585,62,Female,Raymouth,Medium,118,2.66,2,3,2,0,35,2594,13296,2024-08-21,Services,17,47,0.31,39,0,1
CUST1586,60,Male,Delacruzberg,Medium,30,5.4,2,2,1,5,20,3068,30344,2024-02-29,Fashion,13,43,0.29,28,29,0
CUST1587,64,Male,South Terriborough,Low,21,5.8,1,0,8,2,12,3154,18522,2025-05-22,Grocery,11,20,0.81,37,5,1
CUST1588,26,Female,Hardinview,Medium,5,4.9,2,0,5,1,31,3653,41784,2024-07-17,Services,5,67,0.12,47,22,1
CUST1589,66,Female,Blackburnhaven,Medium,98,6.45,2,2,4,1,11,1078,25939,2024-11-30,Services,11,47,0.05,19,23,0
CUST1590,26,Male,Port Michelle,High,23,5.18,1,2,3,1,13,2593,43328,2024-10-24,Grocery,10,33,1.0,13,24,1
CUST1591,62,Male,North Lauraside,High,100,5.83,4,3,9,0,43,1658,36652,2025-08-17,Home,11,57,0.03,0,29,1
CUST1592,46,Male,New Alextown,Low,88,5.14,5,0,5,6,6,3344,13829,2025-05-15,Grocery,19,86,0.09,37,23,1
CUST1593,58,Female,Figueroamouth,High,78,3.4,4,1,3,2,21,3037,25850,2025-04-03,Services,12,61,0.82,7,12,1
CUST1594,61,Female,Greenview,Medium,101,4.15,5,3,5,3,33,2008,31806,2025-05-09,Services,15,93,0.01,2,25,0
CUST1595,64,Female,Pamelaborough,Medium,86,4.46,3,2,1,1,8,2418,49228,2024-05-13,Services,13,59,0.19,7,12,1
CUST1596,32,Male,Port Stevenfurt,Medium,17,5.71,4,2,6,1,32,822,35986,2025-01-23,Services,4,27,0.05,49,2,0
CUST1597,54,Male,East Steven,Medium,108,6.29,1,1,5,0,25,665,19411,2025-09-01,Grocery,13,73,0.95,46,25,0
CUST1598,19,Male,Mannshire,Medium,53,5.75,1,0,8,2,47,3981,17908,2025-04-30,Grocery,4,78,0.08,16,11,1
CUST1599,40,Male,New Jenniferton,Medium,85,2.59,0,1,1,2,18,3328,19193,2024-09-16,Electronics,16,90,0.04,19,22,1
CUST1600,66,Female,South Angelicamouth,Medium,8,5.29,4,2,7,1,33,237,5715,2024-04-28,Grocery,2,49,0.0,35,20,1
CUST1601,64,Male,Lauriefurt,Low,93,7.73,6,0,5,3,20,2376,31728,2025-05-25,Grocery,16,1,0.38,10,17,0
CUST1602,59,Male,Granthaven,Medium,78,7.73,5,0,8,2,16,2082,12396,2024-07-02,Fashion,5,27,0.08,32,29,1
CUST1603,47,Male,East Jason,Medium,109,5.58,2,0,8,2,5,3178,3701,2025-07-26,Fashion,13,83,0.0,36,7,0
CUST1604,49,Female,Grayside,High,10,5.79,1,0,1,6,30,1331,5269,2023-12-09,Electronics,15,92,0.09,35,22,0
CUST1605,26,Male,North John,High,78,2.83,6,0,9,3,41,3406,4345,2024-01-05,Electronics,18,87,0.9,42,18,1
CUST1606,45,Male,Sellersstad,Low,27,6.69,2,2,8,2,26,3398,16262,2024-02-07,Services,3,38,0.09,14,22,0
